artist,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
OutKast,-0.00010740015570837871,5.504165607123331e-05,2.2202433808061906e-05,-5.828159152391952e-05,3.473509849334114e-05,8.256911749025554e-05,5.308384428266103e-05,2.7624178922656844e-05,3.867871831541129e-05,5.609885366291857e-06
Public Enemy,-0.00010173531966405673,3.297198287865363e-05,7.165133737602769e-05,-0.00011597330433715667,0.00013108687825085213,0.00014884790333535996,0.00016431062868351752,0.0001667978552256438,-5.310886719149651e-06,0.0005680677467470853
RZA,-0.0001245001107920602,0.00010286091482818493,0.0001822373807933485,-0.0001351961657204094,0.00013149388537424554,0.00021446639253845637,3.44168970622375e-05,0.0002916955817709583,0.0011816004787845939,-0.004355845884418458
Raekwon,-8.774412507145588e-05,5.933616973893247e-05,4.317683104427697e-05,-2.746390331862338e-05,4.392836863690458e-05,7.895641455052018e-05,4.704104798305785e-05,4.188091963820722e-05,7.285219900393695e-05,-0.00014610118133109466
Redman,-6.219590006317388e-05,4.46488087097715e-05,1.496437476297871e-05,-4.6411192180463404e-05,-3.196902731566754e-05,5.235484708182789e-05,7.500127225489317e-05,3.085295159733893e-05,3.1315737972590664e-05,6.700809779645781e-05
Rich Homie Quan,-9.629628336655963e-05,5.523200026542698e-05,2.600926501766775e-05,-3.889024875212109e-05,1.1128685622380892e-05,5.420250408810586e-05,2.8731899783770634e-05,3.816367096531128e-05,9.055724496876763e-06,5.805681760842442e-05
Rich The Kid,-7.385194789691227e-06,8.66606519247952e-05,-0.00017681374823706728,-6.56673252621128e-05,-0.0002002050800430852,-2.4319958949119173e-05,-3.7964297535639936e-05,7.757248082598697e-05,4.803196082776903e-05,5.799467044651276e-05
Rick Ross,-9.669028727404285e-05,5.7132640433446334e-05,1.3801149139899297e-05,-4.2783454225172313e-05,-5.24354733044886e-05,2.464368330935655e-05,1.8303533181605828e-05,3.116953722587581e-05,1.3564256465339508e-05,5.7616150472671485e-05
Rittz,-9.851523218000992e-05,5.098759623728855e-05,7.054920326771572e-05,-6.315659906636593e-05,2.6987800316985654e-05,5.796352122429554e-05,4.032094202619541e-05,2.7695934011765494e-05,7.922963635048616e-06,4.117641007540435e-05
"Royce da 5'9""",-9.155827972181298e-05,4.761091575952987e-05,8.170096522420197e-06,-5.374785782704438e-05,2.5566985662334784e-05,5.387894496248988e-05,4.6475645235119964e-05,2.7070162445073757e-05,8.141876079186456e-06,5.531597149452679e-05
Run–D.M.C.,-0.00011236772186945668,4.7300190235007364e-05,8.871180101996783e-05,-7.965395633175931e-05,5.3271450610598584e-05,0.00013890406066276013,7.322375199082118e-05,6.333925888188943e-05,-2.290324626329276e-05,0.00012821605886866318
Russ,-8.085190853003765e-05,6.123514262600322e-05,3.086290283998996e-05,-6.725444926267298e-05,5.195200673316914e-06,6.266524284146036e-05,5.164591294516778e-05,4.252297835865257e-05,1.5882549352814288e-05,8.110803663053934e-05
SUICIDEBOYS,-8.12184719920599e-05,8.018928256286402e-05,3.937305757533572e-05,-8.544422126818916e-05,-9.270034671118745e-05,-8.035946285884325e-07,1.1656002022432114e-05,5.765923538034639e-05,5.138334779075536e-05,3.353621683856167e-05
Sage Francis,-0.00010287443339400079,4.656897754490762e-05,7.511852976938066e-05,-5.620408078329038e-05,4.119812612392429e-05,5.112495303628385e-05,4.0841180961025025e-05,1.620616786691325e-05,5.0223729648415486e-06,6.392353276972946e-05
Salt-N-Pepa,-0.000110680211679891,5.3626695394042105e-05,0.00010154077993079834,-7.376664339639624e-05,6.461937820294682e-06,7.604211596380186e-05,4.5004428135857914e-05,2.1893756587895756e-05,1.4025120265101677e-05,7.066479515345205e-05
ScHoolboy Q,-9.899167677482843e-05,6.099646504131684e-05,-6.9181094445704604e-06,-3.213791595300463e-05,-1.871200068466662e-05,3.823421561982062e-05,4.3381736775143936e-05,4.415306698249777e-05,3.7038355778366105e-05,4.4885056071272044e-05
Scarface,-8.972091187204651e-05,4.704112482991154e-05,7.306913871938693e-05,-5.601042117243345e-05,3.057188865963241e-05,6.263342173130836e-05,3.7627639142469714e-05,1.721671254611476e-05,1.200145683960134e-05,1.832221066648596e-05
Skyzoo,-9.961118958368124e-05,3.565367600155467e-05,6.849877304540835e-05,-5.846698080866561e-05,2.5176840919621382e-05,6.794763071149877e-05,4.530049769485355e-05,2.7477785406208774e-05,1.5629866724973075e-05,7.780864328411055e-06
Snoop Dogg,-0.00010985442565985661,-1.1751633981485072e-05,0.00048723743778472043,0.006362089284143442,-0.0001783042285585344,-0.00027675078284543586,-0.00024322651696466626,-0.00010282108713621794,-5.407762210249136e-05,-6.479468286411643e-05
T.I.,-6.2782819134234e-05,7.148682627465938e-05,-6.879068695789123e-05,-4.453691563820882e-05,-7.749133868516926e-05,1.9649729688118777e-05,-9.702545084057961e-06,5.105682707777661e-05,3.0793394485963584e-05,6.0308391187934075e-05
Talib Kweli,-9.980452079886835e-05,4.273857735203017e-05,6.130776052246337e-06,-4.930685329599972e-05,1.2916013863151742e-05,5.2876953983586944e-05,4.57707208496443e-05,1.6372470740018118e-05,5.957034392199754e-06,4.1070103930873874e-05
Tech N9ne,-9.223106057442296e-05,5.7657677018255185e-05,6.733509617858263e-05,-5.617258380172957e-05,3.713615652193369e-05,6.589881640583685e-05,-3.389782466271667e-05,4.0035344001420196e-05,1.753872007922985e-05,4.099096941955356e-05
The Game,-9.164431979802353e-05,6.280129357229867e-05,6.389642125639104e-05,0.00035622512677111926,-8.503471172789012e-06,3.129782560725372e-05,1.0762541530176802e-05,5.695332054049485e-05,1.1662183841801537e-06,6.856433490227597e-05
The Roots,-0.00010195173646237756,5.080144029336075e-05,8.457654473201675e-05,-5.18305173442369e-05,3.758496266834121e-05,6.988864291887239e-05,4.2833378775622014e-05,3.111219960726427e-05,9.134267843107393e-06,6.450190811384288e-05
Three 6 Mafia,-0.00011076445945590576,7.508002576425891e-05,7.464961025336791e-05,-5.175056714743071e-05,-4.7615179117160425e-05,4.7307838533684186e-05,4.1637116906674135e-05,4.689104892593199e-05,6.422673577897886e-05,0.0001388238297184307
Too short,-9.612310953581194e-05,5.4053441431031064e-05,8.725022507893373e-05,0.00015030976503793713,-8.412916807336854e-06,3.5886475142941466e-05,4.0864952237921294e-05,2.995404529211134e-05,1.5626939095560395e-05,2.5824537636232194e-05
Travis Scott,-7.195603705196463e-05,5.991590837442129e-05,-5.47952519192241e-05,-7.423469747974461e-05,2.6427934774856848e-05,-1.8029091715300644e-05,5.2522264838690545e-05,1.7580640475064343e-05,3.5546742739338107e-05,1.960448298453549e-05
Trick Daddy,-0.00010073313060523469,3.366511069223063e-05,5.405709587030183e-05,-4.84279791618997e-05,3.874112617892274e-05,6.218762124423351e-05,2.457844140192454e-06,1.4897271043709046e-05,7.557872245803629e-06,6.30450189730995e-05
Trina,-0.00010213662621235863,4.9719182975092505e-05,6.401384605751247e-05,-6.812562063995718e-05,2.388231669474006e-05,-1.6932730167355245e-05,4.498732333206634e-05,1.1934114895391017e-05,2.33821544996918e-05,3.549943688308046e-05
Twista,-0.00011413331511053742,6.338769506992204e-05,0.00010896195463171317,-9.390055828079696e-05,3.666023877093122e-05,0.00011642985697212562,7.683399685108632e-05,0.00013514850139031284,-1.482079009579336e-05,0.0003392553777627728
Tyga,-7.322128076227531e-05,7.874392129900173e-05,-5.4553492791174936e-05,-5.974586690141222e-05,-2.6970656404760022e-05,9.050921304591253e-05,4.334367125930464e-05,0.00011974298795247137,9.36447197859291e-05,0.00017381502529384998
"Tyler, The Creator",-9.503677751819284e-05,5.091835722218129e-05,6.229808518437986e-05,-5.9709763954608796e-05,-5.0704110350898904e-05,2.77288651335774e-05,4.758070642137273e-05,3.2604636114414576e-05,1.5931638073897928e-05,5.3214710939367824e-05
UGK,-0.00010281959019093622,5.1474064960160144e-05,8.613510182848221e-05,-6.35180798022268e-05,4.320113809149443e-05,6.350706507179305e-05,5.424433759083794e-05,6.0079597071461044e-05,0.00010097350887369128,-0.00026494246085490854
Vince Staples,-0.00011049942958431784,8.90804405069094e-05,-0.00011804448182505607,0.00014221441670811904,-8.187434703755405e-06,5.311939692953113e-05,5.143202134497571e-05,6.939893830508481e-05,5.910191517536835e-05,6.860082863064774e-05
Wale,-0.00010309685307275308,-2.4948203716281463e-05,5.8221320702225244e-05,-2.831910138676272e-05,-4.306995164656586e-05,3.2035438030962516e-05,3.8358959620106686e-05,4.1989855578290474e-05,-1.0855616802079976e-05,6.338890799951951e-05
Watsky,-0.00010081455233083722,4.486115034028408e-05,6.095323110493372e-05,-5.3443703294828885e-05,3.494719551636925e-05,6.782507207563749e-05,3.628440109953271e-05,1.3040909477890626e-05,-6.392967367882268e-06,4.633807371294789e-05
Wiz Khalifa,-9.897320700496417e-05,6.268913526106554e-05,-3.247696608249287e-05,-4.520448592219708e-05,2.60364728851646e-05,6.46434941961804e-05,1.4950982245499901e-05,2.5086024130694177e-05,-1.2981374990995023e-06,5.0963667865990017e-05
Wu-Tang Clan,-0.00010831449543492527,6.790583006071655e-05,0.00011676303254897108,1.8033223808961857e-05,6.079139763182922e-05,0.00011107325292706861,6.463877107754808e-05,7.02233421415683e-05,0.00026407096509130075,-0.0007971649075746071
Xzibit,-0.00010349086318124183,5.239546175035313e-05,6.331275502776455e-05,-4.489704499258699e-05,-1.276117314708157e-05,3.9421950156587565e-05,3.8939673894034665e-05,2.3829469920283965e-05,7.022021416471543e-06,6.084608467797771e-05
YG,-9.048498541257574e-05,7.191834082909463e-05,-1.3185810296748202e-05,-5.384815623814612e-05,-1.6995201154613395e-05,-4.5318493408495073e-05,2.7340886107263732e-05,4.285159976552961e-05,2.939382615471104e-05,6.25694702279048e-05
Yasiin Bey,-8.801261140620192e-05,1.3707494936277108e-05,0.00010735297274371316,0.00016988545437404473,1.6342200948336998e-05,7.640962939205318e-05,5.429689073026208e-05,1.2252437094813601e-05,3.238235359634738e-05,4.230368251487565e-05
Young Thug,-7.745781662875294e-05,7.719349342061061e-05,-0.0001170308743958696,-5.99339425261464e-05,-4.2878806126532767e-05,5.564524317774428e-05,3.0819357981009355e-05,7.926798786582793e-05,3.548413481199998e-05,7.402381294010188e-05
YoungBoy Never Broke Again,-9.197930520263794e-05,5.240098326446049e-05,3.112482473697128e-05,-5.613697053742623e-05,1.2031342368716863e-05,5.318616942883837e-05,3.44104295389268e-05,3.986672438334701e-05,4.879587904455146e-06,6.499553546761113e-05
cupcakKe,-9.911256735522905e-05,5.054389259930139e-05,4.503963937381535e-05,-5.779484366364906e-05,4.651262522938361e-06,6.093301654571035e-05,4.295334376260617e-05,2.8429819437841253e-05,6.920185433164611e-06,8.696267279977965e-05
